Player,Week,Role,Team,K,D,U,FK,FD,Ress,Points,Pts/10
Seagull,1,Tank,Dallas Fuel,53,39,21,6,8,0,90,17.85
TviQ,1,Offense,Florida Mayhem,76,84,31,17,14,0,122,13.54
uNKOE,1,Support,Los Angeles Valiant,40,76,45,5,10,0,44,3.68
Taimou,1,Offense,Dallas Fuel,114,80,52,15,12,0,221,18.73
chipshajen,1,Support,Dallas Fuel,2,48,23,0,6,0,-33,-5.25
HarryHook,1,Support,Dallas Fuel,59,98,43,10,13,0,67,5.31
cocco,1,Tank,Dallas Fuel,17,13,7,4,1,0,38,18.25
Dayfly,1,Support,Philadelphia Fusion,0,32,17,0,8,0,-31,-6.49
Bunny,1,Offense,Seoul Dynasty,19,13,17,3,1,0,49,20.4
zunba,1,Tank,Seoul Dynasty,101,69,4,9,2,0,160,13.99
Gamsu,1,Tank,Boston Uprising,68,66,28,9,12,0,101,11.04
Rascal,1,Offense,London Spitfire,0,0,0,0,0,0,0,0.0
Birdring,1,Offense,London Spitfire,93,43,39,14,8,0,208,22.75
ryujehong,1,Support,Seoul Dynasty,49,75,47,4,13,0,56,4.9
tobi,1,Support,Seoul Dynasty,14,58,50,0,7,0,6,0.52
Miro,1,Tank,Seoul Dynasty,44,38,24,7,9,0,77,12.64
MekO,1,Tank,New York Excelsior,62,48,5,8,1,0,103,11.07
Saebyeolbe,1,Offense,New York Excelsior,96,60,44,10,15,0,176,18.92
janus,1,Tank,New York Excelsior,20,20,9,2,4,0,27,7.46
KuKi,1,Tank,Seoul Dynasty,31,35,18,0,4,0,37,6.92
munchkin,1,Offense,Seoul Dynasty,65,53,50,7,7,0,134,22.0
Surefour,1,Offense,Los Angeles Gladiators,61,34,27,6,10,0,113,19.64
Custa,1,Support,Dallas Fuel,15,38,27,0,4,0,11,1.74
iddqd,1,Offense,San Francisco Shock,0,0,0,0,0,0,0,0.0
coolmatt,1,Tank,Houston Outlaws,65,60,0,7,3,0,85,8.75
clockwork,1,Offense,Houston Outlaws,20,19,13,2,4,0,32,12.84
GrimReality,1,Offense,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
Agilities,1,Offense,Los Angeles Valiant,57,42,28,9,9,0,109,18.64
ShaDowBurn,1,Offense,Philadelphia Fusion,103,74,33,16,11,0,191,18.14
Rawkus,1,Support,Houston Outlaws,37,76,32,3,13,0,13,1.23
Manneten,1,Tank,Florida Mayhem,56,57,4,10,4,0,81,8.99
SoOn,1,Offense,Los Angeles Valiant,131,77,76,21,12,0,300,25.08
Zebbosai,1,Support,Florida Mayhem,15,64,29,1,8,0,-18,-2.0
Nevix,1,Tank,San Francisco Shock,70,47,3,8,3,0,114,11.44
Fragi,1,Tank,Philadelphia Fusion,39,89,30,1,14,0,-6,-0.57
Zuppeh,1,Support,Florida Mayhem,12,77,28,2,15,0,-49,-5.44
LiNkzr,1,Offense,Houston Outlaws,97,84,38,26,12,0,202,20.23
numlocked,1,Tank,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
Diya,1,Offense,Shanghai Dragons,50,59,42,11,12,0,92,11.74
Joemeister,1,Support,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
neptuNo,1,Support,Philadelphia Fusion,8,35,18,0,4,0,-9,-1.56
Mickie,1,Tank,Dallas Fuel,61,94,12,9,10,0,47,3.73
Mendokusaii,1,Offense,Houston Outlaws,0,0,0,0,0,0,0,0.0
nomy,1,Tank,San Francisco Shock,48,68,42,13,7,0,95,9.53
dhaK,1,Support,San Francisco Shock,2,45,41,1,3,0,-3,-0.3
sinatraa,1,Offense,San Francisco Shock,0,0,0,0,0,0,0,0.0
xQc,1,Tank,Dallas Fuel,37,57,25,2,8,0,32,5.09
Striker,1,Offense,Boston Uprising,85,48,44,9,5,0,183,20.01
Woohyal,1,Tank,London Spitfire,0,0,0,0,0,0,0,0.0
Boink,1,Support,Houston Outlaws,1,12,3,0,1,0,-9,-6.41
JAKE,1,Offense,Houston Outlaws,92,77,34,25,13,0,190,22.02
CWoosH,1,Tank,Florida Mayhem,42,73,30,6,7,0,45,4.99
Logix,1,Offense,Florida Mayhem,69,69,42,13,11,0,128,14.21
Xushu,1,Tank,Shanghai Dragons,21,32,1,3,5,0,10,1.98
Spree,1,Tank,Houston Outlaws,6,7,0,2,0,0,11,13.17
Verbo,1,Support,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
Pine,1,Offense,New York Excelsior,30,9,7,4,4,0,62,42.22
babybay,1,Offense,San Francisco Shock,96,83,51,19,15,0,187,18.76
iRemiix,1,Tank,Los Angeles Gladiators,54,54,33,6,9,0,87,10.05
Kariv,1,Support,Los Angeles Valiant,22,60,44,3,10,0,17,1.42
Libero,1,Offense,New York Excelsior,80,48,27,14,11,0,159,20.3
Effect,1,Offense,Dallas Fuel,128,109,69,23,17,0,251,19.91
Mano,1,Tank,New York Excelsior,34,30,14,2,2,0,54,9.5
Nus,1,Support,London Spitfire,4,37,27,0,9,0,-20,-2.19
Fissure,1,Tank,London Spitfire,0,0,0,0,0,0,0,0.0
Kellex,1,Support,Boston Uprising,13,47,29,1,10,0,-9,-0.98
super,1,Tank,San Francisco Shock,0,0,0,0,0,0,0,0.0
Avast,1,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
DreamKazper,1,Offense,Boston Uprising,92,64,36,16,12,0,180,19.68
Carpe,1,Offense,Philadelphia Fusion,97,72,47,17,25,0,170,16.15
Shaz,1,Support,Los Angeles Gladiators,42,55,31,7,12,0,57,6.59
Fleta,1,Offense,Seoul Dynasty,141,76,63,40,13,0,363,31.74
Hydration,1,Offense,Los Angeles Gladiators,58,46,24,4,6,0,94,15.74
Sleepy,1,Support,San Francisco Shock,44,72,42,6,17,0,42,4.21
Muma,1,Tank,Houston Outlaws,52,56,31,5,2,0,90,8.53
Poko,1,Tank,Philadelphia Fusion,84,54,0,13,5,0,143,13.58
Danteh,1,Offense,San Francisco Shock,95,62,60,18,13,0,216,21.67
Bani,1,Support,Houston Outlaws,2,44,32,0,6,0,-20,-2.19
Bischu,1,Tank,Los Angeles Gladiators,72,42,0,20,2,0,158,18.26
Space,1,Tank,Los Angeles Valiant,0,0,0,0,0,0,0,0.0
silkthread,1,Offense,Los Angeles Valiant,60,35,29,9,4,0,133,21.76
Eqo,1,Offense,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
NotE,1,Tank,Boston Uprising,10,11,0,0,0,0,9,5.3
Snow,1,Support,Boston Uprising,0,0,0,0,0,0,0,0.0
Closer,1,Support,London Spitfire,0,0,0,0,0,0,0,0.0
FaTe,1,Tank,Los Angeles Valiant,101,80,46,14,17,0,176,14.72
Asher,1,Offense,Los Angeles Gladiators,60,27,35,7,7,0,135,24.18
envy,1,Tank,Los Angeles Valiant,107,65,6,11,8,0,172,14.38
Xepher,1,Tank,Seoul Dynasty,0,0,0,0,0,0,0,0.0
uNdeAD,1,Offense,Shanghai Dragons,75,70,36,16,9,0,146,18.64
mg,1,Tank,Shanghai Dragons,22,25,0,2,1,0,23,8.26
Roshan,1,Tank,Shanghai Dragons,25,72,29,2,14,0,-15,-1.91
Freefeel,1,Support,Shanghai Dragons,13,58,29,5,10,0,-8,-1.02
FiveKing,1,Support,Shanghai Dragons,0,5,2,0,0,0,-3,-4.32
Fury,1,Tank,London Spitfire,77,35,3,7,2,0,139,15.21
Boombox,1,Support,Philadelphia Fusion,28,69,37,4,10,0,16,1.52
Gido,1,Offense,Seoul Dynasty,0,0,0,0,0,0,0,0.0
BigG00se,1,Support,Los Angeles Gladiators,15,42,32,1,6,0,11,1.27
Mistakes,1,Offense,Boston Uprising,0,0,0,0,0,0,0,0.0
snillo,1,Offense,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
ArK,1,Support,New York Excelsior,4,37,29,0,5,0,-10,-1.08
Wekeed,1,Offense,Seoul Dynasty,38,23,13,7,3,0,81,27.5
HOTBA,1,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
Gesture,1,Tank,London Spitfire,66,51,33,11,14,0,119,13.02
Profit,1,Offense,London Spitfire,104,41,39,20,7,0,252,27.57
Hooreg,1,Offense,London Spitfire,0,0,0,0,0,0,0,0.0
HagoPeun,1,Support,London Spitfire,0,0,0,0,0,0,0,0.0
Neko,1,Support,Boston Uprising,45,58,32,13,10,0,83,9.08
Kalios,1,Tank,Boston Uprising,56,40,3,7,2,0,92,12.35
Bdosin,1,Support,London Spitfire,46,39,33,14,3,0,122,13.35
JJoNak,1,Support,New York Excelsior,43,50,33,8,14,0,65,6.99
Altering,1,Support,Shanghai Dragons,1,38,27,0,6,0,-21,-2.94
SADO,1,Tank,Philadelphia Fusion,0,0,0,0,0,0,0,0.0
